
---------- Begin Simulation Statistics ----------
simSeconds                                   1.484944                       # Number of seconds simulated (Second)
simTicks                                 1484944149000                       # Number of ticks simulated (Tick)
finalTick                                1484944149000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   6744.20                       # Real time elapsed on the host (Second)
hostTickRate                                220180790                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8627484                       # Number of bytes of host memory used (Byte)
simInsts                                   1591794416                       # Number of instructions simulated (Count)
simOps                                     2859529171                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   236024                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     423998                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       1484944150                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.932874                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.071956                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3699977870                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2498                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3628772152                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                2415931                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            840451191                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         544078965                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 263                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1484819697                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.443914                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.757107                       # Number of insts issued each cycle (Count)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     40312.26                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     37989.33                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.l1i.prefetcher     38077.74                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  43273547.08                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst       186048                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data   2156627264                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.l1i.prefetcher       623040                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total      2157436352                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst       186048                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total       186048                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks     53001280                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     53001280                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          2907                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data      33697301                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.l1i.prefetcher         9735                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total         33709943                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks       828145                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total          828145                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst          125290                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data      1452328874                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.l1i.prefetcher       419571                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total         1452873735                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst       125290                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total         125290                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     35692440                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          35692440                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     35692440                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst         125290                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data     1452328874                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.l1i.prefetcher       419571                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total        1488566175                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts              33338117                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts               828105                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0       1279204                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1       2860791                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2       1362136                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3       1410159                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4       1474199                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5       1539526                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6       1878511                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7       1667317                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8       1729506                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9       2411530                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10      2464317                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11      2536888                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12      2584931                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13      2648886                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14      2705939                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15      2784277                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0         47830                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1         55267                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2         47489                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3         47693                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4         47837                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5         47857                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6         51121                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7         47719                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8         47500                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9         55237                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10        55267                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11        55315                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12        55811                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13        55383                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14        55279                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15        55500                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat             655536200207                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat           166690585000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat        1280625893957                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                 19663.26                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            38413.26                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits             22602630                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits              742799                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate             67.80                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            89.70                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples     10820778                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean   202.077448                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean   138.755819                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev   208.474353                       # Bytes accessed per row activation (Byte)
